title,type,country,dataProvider,provider,year,rights,language,dcCreator,guid,europeanaCompleteness,timestamp_created
Winter Landscape with Walkers,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_CSOPXS6S35HNQ6Y7MDA3FN7IINX65OHU?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:30:29.894Z
Alter Weinberg mit Bäuerin,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_D3IS3ZXOLCUF65XZIJL3FJG456G2ADIU?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T10:38:09.560Z
Le Moulin de la Galette,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_D7QIJ6CTSIIPSNSXO76KIQCX7AVBTRW4?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T13:56:36.675Z
Stilleben mit Zitrusfrüchten,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_DKI74RRE2ZG66FW3D5SQ273BMGRWXR52?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T12:04:34.568Z
Poplar Alley with a Figure,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_DOFOUGDZRQERLB57MMFFHO44FBE7SEF2?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:34:04.686Z
The lover - portrait of Lieutenant Milliet,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_DUFENGHBP7AKN6LI267YDSGUWUCL7ZUD?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T08:32:09.779Z
The First Step,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_DZ7BM3VCNEJDW6U3C33X5WCGHBWFJ4WM?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T12:08:29.219Z
Die Sandgrube,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_EP5OGY6ZTSDKBFZSBP3WN3SVND6IPPQE?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T08:33:12.105Z
"Still Life with Pipe, Onions, Siegellack, Book “Annuaire de la Santé” by F. V. Raspail and Other Objects",IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_EQC7EUJQ4B3MJ7533PVHKMBEP4MNJOS5?utm_source=api&utm_medium=api&utm_campaign=apidemo,7,2019-04-16T10:25:04.140Z
Frau auf dem Totenbett,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_FFLO3SEDGMZ4KQYAHXQREWGDX4D4TBD5?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T12:20:02.476Z
Frau neben einer Wiege,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_FK6SCRQJCTDHXB6J626MEJI2DHUZ5NUK?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T13:00:53.707Z
Wheat field with poppies and a lark,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_FN7XDBMUFMIBGG3OZW2PHKNWOVHCEN4D?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T13:23:04.499Z
Die Umgebung von Auvers,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_FP4YJWNRKMNOA6AU4ISX7WL5EOQRSAGD?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:11:50.988Z
Entrance of a restaurant in Asnières,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_FWWFONU4W6STAPQBA6YI66HV4UBJR4CD?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T14:43:30.189Z
Street in Montmartre,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_GLW67CZ2WFBUUIB53UFNKNZNPUZ2QYJJ?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:01:36.271Z
Still Life with Potatoes,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_GXUZR3XKHIPE5BOY7BSP3GEU72Q6T3YU?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:38:57.568Z
Bauernfriedhof in Nuenen,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_H66EWHJIJSJC7FRBK75PGRXJEW7YUARF?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:45:12.974Z
Farmer harvesting with sickle,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_HHJT6HB4HP6KLILMT7YZU63VNQFTRUWM?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T13:25:24.803Z
The load carriers,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_ID7UE2OM46CBS57VDYRYMENV2BQXF3FU?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T13:06:19.519Z
Garden on the hill of Montmartre,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_IDCSNPDFE5AZBUEU4KET4X6654LCWFYE?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T13:00:14.957Z
Cypresses and four fieldworkers,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_IDFMPVIZN67EEWEX2V6X5WHFTG4ZLR4A?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:36:47.372Z
Farmer converting hay or straw,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_IQVGWSTJESJQ2U2EIFVI5L6BCRNSZTST?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T10:12:50.092Z
Versteigerung von Kreuzen in der Nähe des alten Turmes bei Nuenen,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_IWAWWEUM3A24MNO3MP5VRJPVULXUZ3Q5?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T14:04:35.598Z
Vase with sunflower,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_JESEIQLRTQGVYYVEOJMEZAFFWMHZVKPO?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T12:42:50.678Z
Portrait Armand Roulin/Portrait of a Disciple/Portrait of a Young Man/Armand Roulin,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_JPVSF5ZRVWJBOQDCRSLELQMNCV6PLKTR?utm_source=api&utm_medium=api&utm_campaign=apidemo,7,2019-04-16T13:21:59.821Z
The drawbridge,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_JRXPJTTMSHAIT2RRT36BEW4OBDKZ6XLW?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2022-01-31T11:04:15.728Z
White lilies,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_K2OM5H5RTFRGQ6XBDZUXI5YG2RUNBAST?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T09:00:29.439Z
Grabender Bauer,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_K66MLCYO6MBF3AE4O2SXLARYJBBRIWL2?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:53:28.838Z
Pine group near a house,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_K7RNYJ6ZDWGYOMC25N5C77LGJSZCS7C3?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:29:29.401Z
Farmer and peasant woman working in the field,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_KGFPSKNG4GXSG2QYV6UXZ7UUJIKTIKPS?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T11:34:26.561Z
Ox cart,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_KQ7XNQI7A2RQ7CYEOTZG6OFMEJOGNKRT?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T08:59:19.547Z
Armed field,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_KQKQUKXOYSKHKFKNACDK35N6GQPNO2EK?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T12:58:08.270Z
Still Life with Book Stacks,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_KXI3O5UKGIYCKAELZIH3ELYLZTN64JYV?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T08:41:00.119Z
Moulin de la Galette auf dem Montmartre,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_KXT4CZ7NEUIQZPQED7CA46N5YHM2PUB4?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T13:48:08.188Z
Zimmerplatz und Wäscherei,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_L6EACFFTPDO2IKT75WPMHIT2PJVG7WDZ?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T10:06:00.553Z
Peaked grain field with farmer,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_L7VMNJ4FD7Q6SUWPUPI2AF3MVVED4NCA?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:17:28.591Z
Portrait of a Girl (Mademoiselle Ravoux),IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_M5QUHMJ52QGEUDESUITEYDBZIYCUYQKP?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T09:50:41.116Z
Two peasant women working in the field,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_MFSIHVNZZTLJKJ5T67ZUZHL4KVMN4MLU?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T11:10:08.539Z
Wheat field under cloudy sky,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_MMWAQXBLPGQWXTSNPQWNBRLI6EBRSYTH?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T12:52:51.484Z
Vorstadt,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_MQFI3KI2KX3IZEYZTYWYELKYOPWDLVBO?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T08:32:35.431Z
The Bridge of Asnières,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_MTMZGT2RMLNSEXEZWCF6PJK5PNRSRF6D?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T09:45:25.521Z
Still Life,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_NGBJJNICXYTWON76DBSS4RVCD4TZYO76?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:09:10.660Z
Blossoming chestnut tree,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_NKPQEBNU2JZDF7V6YPAYPOTCR26PR57C?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T09:54:07.626Z
Dutchwoman,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_NRJWSMQOQXAWXEH3WNQF6WL3N4SUGEZR?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T10:14:25.089Z
City Hall of Auvers-sur-Oise,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_NVH4CKFQXOXBY7DSE77W5VRHOAA6VO7P?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T12:48:14.753Z
The Sawer,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_NXEBCI23QNZQPD5EIO7SSL6ZROXAC75R?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:50:03.441Z
Vater Tanguy,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_O5BYGI4CVR3567C2SDRYU4YRGL2GLO4R?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T10:34:43.312Z
Vase with sunflower,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_ODZ74OUL45REDOELYKWXTG53NYZSLTCK?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T12:17:21.572Z
Boote am Ufer,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_OQQUJD32VGXMNKKWGUSMPJ5NFFLO62AY?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:03:29.974Z
Gebirgslandschaft,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_P3SN4IZH2JV2HY3R5W46ZNPK5NTEVIL5?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:53:41.371Z
Farmer at Pea Peel,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_P6VP3ZF2V5ZZ2WC3N4NUGK5EOBIIEGIT?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:28:12.839Z
The Railway Bridge,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_PAJCMZDTAWEOO4UUDE7QZ2SH4AZWJ5BP?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T12:04:53.224Z
Farmer digging,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_PJAEFRW5AK5KWE5A7ATTZX34IFN46BXU?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T09:38:18.086Z
Self-portrait,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_PN2LN3Q6HAMEJ3TAZJ2XYYQLEG7I6YLW?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:06:36.693Z
Study of flying swallows,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_PXFAZ2GFKCUDGO7UDASBLMXHCC5OUVMS?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:57:46.331Z
Star Night,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_R2FQKUZQAD2TRSU6NHNWH2ZM3VCO2JN7?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T09:10:20.457Z
Weiße Rosen,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_R5EGRRCREJ4ADNUI5K6O5HXQ233TQQHY?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:55:26.783Z
Field behind l 'Asilo Saint-Paul,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_RDL6NIUKILKGQZ2V4W56S5AFT7RJIHDV?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T14:35:59.324Z
Parish Garden in Winter,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_RMVSLXTZAJECFQ4HKKI5RMHGR44BD7J4?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T12:57:09.864Z
"Nacktes Mädchen, sitzend",IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_RPGECH5ZPM5DIYTM7Z6FJBSKOMFG4BAH?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T12:59:22.585Z
Alter Mann mit in die Hände gestütztem Kopf,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_RSYJIZ5Y5OKZHIJUI4KSTUITSUQ74SO4?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T12:32:18.597Z
Village angle in Scheveningen,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_RTS6PSXDZ77JO73KF4ITBK5WRPU6GSPZ?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T09:12:11.581Z
Le jardin de Daubigny,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_RZVTVYYMHWLYDQ7IPMNRNTAOUPKWQC4L?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T09:44:44.438Z
Porträt einer jungen Frau,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_SCW6E6VEJKY2ONAMVATK4SQRZCRMPEYF?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:59:34.619Z
Japonaiserie: Bridge in the Rain,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_SKJILT7V5545VSNY26W4WAO4A22A3PRB?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T09:29:42.785Z
Garden of the Hospital in Arles,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_SSGDJM5XKNWSA5UUDVFMUF44MV46AXDF?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T13:10:57.615Z
Die Hirtin,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_ST6NB6NTOYOB4HIBTPEAWOXPPGUW5X2E?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T10:32:05.781Z
Weizenfeld mit Schnitter bei aufgehender Sonne,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_SZH6XG6C2FOD2PXCL7IVUFUDNGV73P3T?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T10:18:33.484Z
Flourishing orchard,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_TBAVXHT3ZRJVP3BN2XUBA5E62O2XXSXY?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:34:25.952Z
Forest Way,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_TC7K4B2GH7GWDW56QYIVXYUT3PUMFE7K?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T10:48:16.010Z
haystack,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_TJQGFWCWLPHYHZ5HPFK2GJVBWS2RSWTM?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T08:53:17.141Z
Landscape with olive trees,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_TKKE77YRYWGOKV4SLIP3SHBE4H6RJ356?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:46:14.269Z
Bäuerin transportiert Stroh in der Schürze,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_TOPPMLK3GIWX64YW3IDSGL5LJJYFEAWA?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T13:16:23.994Z
Still Life with Iris,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_TPWPMM3F5MHIPLMM4H6CXJEMRRZ46Q57?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T13:31:46.267Z
Olive harvest,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_UJS24ASWYGN4K4M2BBE5ERYLSKH2RDAZ?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T12:10:44.808Z
